dataset,dataset_kind,source_path,height,key_mode,input_records,unique_keys,occupied_leaves,slot_collisions,active_records,active_width_m,avg_active_path,dummy_fraction,structural_lower_bound,metadata_kb,digest_payload_kb,profile_runtime_ms,valid,scheme,private,width,stored_records,replication,max_bucket,sum_bucket_records,max_bucket_log2,notes
Polygon zkEVM multi-window,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,256,sha256,1348,1348,1348,0,2694,14,10.729970326409495,0.23357354811360745,193,63.140625,84.1875,726.1786004528403,True,perfectized_treepir,True,256,231584178474632390847141970017375815706539969331281128078915168015826259279870,1.0,904625697166532776746648320380374280103671755200316906558262375061821325312,231584178474632390847141970017375815706539969331281128078915168015826259279870,249.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
Polygon zkEVM multi-window,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,256,sha256,1348,1348,1348,0,2694,14,10.729970326409495,0.9580860534124629,193,63.140625,84.1875,726.1786004528403,True,pruned_treepir_h,True,256,2694,1.0,530,2694,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
Polygon zkEVM multi-window,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,256,sha256,1348,1348,1348,0,2694,14,10.729970326409495,0.23357354811360745,193,63.140625,84.1875,726.1786004528403,True,pbc_smt_active,True,21,8082,3.0,385,8082,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
Polygon zkEVM multi-window,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,256,sha256,1348,1348,1348,0,2694,14,10.729970326409495,0.23357354811360745,193,63.140625,84.1875,726.1786004528403,True,flat_active_pir,True,14,2694,1.0,2694,37716,,"Ablation: all active records in one global PIR database, queried m times."
Polygon zkEVM multi-window,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,256,sha256,1348,1348,1348,0,2694,14,10.729970326409495,0.23357354811360745,193,63.140625,84.1875,726.1786004528403,True,first_fit_active_coloring,True,14,2694,1.0,772,2694,,Correct exact-width active coloring without load refinement.
Polygon zkEVM multi-window,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,256,sha256,1348,1348,1348,0,2694,14,10.729970326409495,0.23357354811360745,193,63.140625,84.1875,726.1786004528403,True,hybrid_active_coloring,True,14,2694,1.0,236,2694,,Prior node-local balancing baseline on the active interval forest.
Polygon zkEVM multi-window,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,256,sha256,1348,1348,1348,0,2694,14,10.729970326409495,0.23357354811360745,193,63.140625,84.1875,726.1786004528403,True,sparsetreepir_activebalance,True,14,2694,1.0,193,2694,,SparseTreePIR direct active-interval organization with subtree-load balancing.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,128,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7901.363399811089,True,plain_smt_proof_serving,False,0,14078,1.0,0,0,,Non-private reference: server receives the target and returns ordinary SMT sibling digests.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,128,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7901.363399811089,True,perfectized_treepir,True,128,680564733841876926926749214863536422910,1.0,5316911983139663491615228241121378304,680564733841876926926749214863536422910,122.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,128,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.8975508256392045,829,329.953125,439.9375,7901.363399811089,True,pruned_treepir_h,True,128,14078,1.0,2762,14078,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,128,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7901.363399811089,True,pbc_smt_active,True,26,42234,3.0,1625,42234,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,128,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7901.363399811089,True,flat_active_pir,True,17,14078,1.0,14078,239326,,"Ablation: all active records in one global PIR database, queried m times."
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,128,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7901.363399811089,True,first_fit_active_coloring,True,17,14078,1.0,3844,14078,,Correct exact-width active coloring without load refinement.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,128,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7901.363399811089,True,hybrid_active_coloring,True,17,14078,1.0,929,14078,,Prior node-local balancing baseline on the active interval forest.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,128,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7901.363399811089,True,sparsetreepir_activebalance,True,17,14078,1.0,829,14078,,SparseTreePIR direct active-interval organization with subtree-load balancing.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,256,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7861.437199637294,True,plain_smt_proof_serving,False,0,14078,1.0,0,0,,Non-private reference: server receives the target and returns ordinary SMT sibling digests.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,256,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7861.437199637294,True,perfectized_treepir,True,256,231584178474632390847141970017375815706539969331281128078915168015826259279870,1.0,904625697166532776746648320380374280103671755200316906558262375061821325312,231584178474632390847141970017375815706539969331281128078915168015826259279870,249.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,256,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.9487754128196023,829,329.953125,439.9375,7861.437199637294,True,pruned_treepir_h,True,256,14078,1.0,2762,14078,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,256,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7861.437199637294,True,pbc_smt_active,True,26,42234,3.0,1625,42234,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,256,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7861.437199637294,True,flat_active_pir,True,17,14078,1.0,14078,239326,,"Ablation: all active records in one global PIR database, queried m times."
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,256,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7861.437199637294,True,first_fit_active_coloring,True,17,14078,1.0,3844,14078,,Correct exact-width active coloring without load refinement.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,256,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7861.437199637294,True,hybrid_active_coloring,True,17,14078,1.0,929,14078,,Prior node-local balancing baseline on the active interval forest.
Polygon zkEVM broad,deployment-trace,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,256,sha256,7040,7040,7040,0,14078,17,13.113494318181818,0.22861798128342248,829,329.953125,439.9375,7861.437199637294,True,sparsetreepir_activebalance,True,17,14078,1.0,829,14078,,SparseTreePIR direct active-interval organization with subtree-load balancing.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,128,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.17639968544245,True,plain_smt_proof_serving,False,0,1910,1.0,0,0,,Non-private reference: server receives the target and returns ordinary SMT sibling digests.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,128,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.17639968544245,True,perfectized_treepir,True,128,680564733841876926926749214863536422910,1.0,5316911983139663491615228241121378304,680564733841876926926749214863536422910,122.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,128,sha256,956,956,956,0,1910,13,10.189330543933055,0.920395855125523,147,44.765625,59.6875,470.17639968544245,True,pruned_treepir_h,True,128,1910,1.0,370,1910,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,128,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.17639968544245,True,pbc_smt_active,True,20,5730,3.0,287,5730,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,128,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.17639968544245,True,flat_active_pir,True,13,1910,1.0,1910,24830,,"Ablation: all active records in one global PIR database, queried m times."
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,128,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.17639968544245,True,first_fit_active_coloring,True,13,1910,1.0,556,1910,,Correct exact-width active coloring without load refinement.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,128,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.17639968544245,True,hybrid_active_coloring,True,13,1910,1.0,180,1910,,Prior node-local balancing baseline on the active interval forest.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,128,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.17639968544245,True,sparsetreepir_activebalance,True,13,1910,1.0,147,1910,,SparseTreePIR direct active-interval organization with subtree-load balancing.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,256,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.3611000441015,True,plain_smt_proof_serving,False,0,1910,1.0,0,0,,Non-private reference: server receives the target and returns ordinary SMT sibling digests.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,256,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.3611000441015,True,perfectized_treepir,True,256,231584178474632390847141970017375815706539969331281128078915168015826259279870,1.0,904625697166532776746648320380374280103671755200316906558262375061821325312,231584178474632390847141970017375815706539969331281128078915168015826259279870,249.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,256,sha256,956,956,956,0,1910,13,10.189330543933055,0.9601979275627615,147,44.765625,59.6875,470.3611000441015,True,pruned_treepir_h,True,256,1910,1.0,370,1910,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,256,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.3611000441015,True,pbc_smt_active,True,20,5730,3.0,287,5730,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,256,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.3611000441015,True,flat_active_pir,True,13,1910,1.0,1910,24830,,"Ablation: all active records in one global PIR database, queried m times."
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,256,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.3611000441015,True,first_fit_active_coloring,True,13,1910,1.0,556,1910,,Correct exact-width active coloring without load refinement.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,256,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.3611000441015,True,hybrid_active_coloring,True,13,1910,1.0,180,1910,,Prior node-local balancing baseline on the active interval forest.
ZKsync Era sample,deployment-trace,datasets/zksync_era_account_leaf_workload_sample.csv,256,sha256,956,956,956,0,1910,13,10.189330543933055,0.21620534277438044,147,44.765625,59.6875,470.3611000441015,True,sparsetreepir_activebalance,True,13,1910,1.0,147,1910,,SparseTreePIR direct active-interval organization with subtree-load balancing.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7889.6359000355005,True,plain_smt_proof_serving,False,0,15478,1.0,0,0,,Non-private reference: server receives the target and returns ordinary SMT sibling digests.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7889.6359000355005,True,perfectized_treepir,True,128,680564733841876926926749214863536422910,1.0,5316911983139663491615228241121378304,680564733841876926926749214863536422910,122.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.8964480377906977,911,362.765625,483.6875,7889.6359000355005,True,pruned_treepir_h,True,128,15478,1.0,3014,15478,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7889.6359000355005,True,pbc_smt_active,True,26,46434,3.0,1786,46434,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7889.6359000355005,True,flat_active_pir,True,17,15478,1.0,15478,263126,,"Ablation: all active records in one global PIR database, queried m times."
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7889.6359000355005,True,first_fit_active_coloring,True,17,15478,1.0,4282,15478,,Correct exact-width active coloring without load refinement.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7889.6359000355005,True,hybrid_active_coloring,True,17,15478,1.0,1162,15478,,Prior node-local balancing baseline on the active interval forest.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7889.6359000355005,True,sparsetreepir_activebalance,True,17,15478,1.0,911,15478,,SparseTreePIR direct active-interval organization with subtree-load balancing.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7814.785299822688,True,plain_smt_proof_serving,False,0,15478,1.0,0,0,,Non-private reference: server receives the target and returns ordinary SMT sibling digests.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7814.785299822688,True,perfectized_treepir,True,256,231584178474632390847141970017375815706539969331281128078915168015826259279870,1.0,904625697166532776746648320380374280103671755200316906558262375061821325312,231584178474632390847141970017375815706539969331281128078915168015826259279870,249.000,Accounting baseline: literal TreePIR-style perfect-tree object before SMT active compaction.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.9482240188953488,911,362.765625,483.6875,7814.785299822688,True,pruned_treepir_h,True,256,15478,1.0,3014,15478,,Pruned TreePIR-style baseline: delete default records but keep the height-h level-color query universe.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7814.785299822688,True,pbc_smt_active,True,26,46434,3.0,1786,46434,,PBC-style generic batch route over real SMT active proof records: 3 replicated copies over about 1.5m buckets.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7814.785299822688,True,flat_active_pir,True,17,15478,1.0,15478,263126,,"Ablation: all active records in one global PIR database, queried m times."
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7814.785299822688,True,first_fit_active_coloring,True,17,15478,1.0,4282,15478,,Correct exact-width active coloring without load refinement.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7814.785299822688,True,hybrid_active_coloring,True,17,15478,1.0,1162,15478,,Prior node-local balancing baseline on the active interval forest.
ZKsync Era broad,deployment-trace,datasets/zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,0.22031463748290014,911,362.765625,483.6875,7814.785299822688,True,sparsetreepir_activebalance,True,17,15478,1.0,911,15478,,SparseTreePIR direct active-interval organization with subtree-load balancing.
