211	26	13	20
212	11	30	18
213	24	40	1
214	0	32	27
215	17	31	4
216	7	11	22
217	32	13	4
218	29	32	22
219	10	16	5
220	6	11	26
221	36	21	34
222	18	15	19
223	27	26	30
224	8	1	18
225	9	27	25
226	34	23	15
227	40	5	11
228	9	2	30
229	25	0	2
230	13	21	22
231	38	36	32
232	8	2	20
233	20	32	33
234	20	14	11
235	21	17	11
236	25	6	23
237	5	25	37
238	12	4	35
239	34	15	21
240	13	1	2
241	21	2	7
242	15	6	34
243	7	13	11
244	13	14	12
245	26	21	17
246	7	23	33
247	26	23	4
248	31	1	24
249	2	34	23
250	24	37	8
251	30	40	32
252	20	13	16
253	2	31	0
254	37	21	7
255	16	14	17
256	32	19	13
257	30	5	21
258	35	20	0
259	2	17	24
260	36	3	5
261	15	13	19
262	39	29	35
263	34	38	22
264	1	14	32
265	23	17	25
266	11	7	31
267	18	10	20
268	37	34	15
269	7	14	37
270	16	38	32
271	10	6	14
272	30	23	35
273	33	6	28
274	22	26	39
275	8	3	4
276	31	19	15
277	9	17	18
278	37	20	15
279	28	37	15
280	8	3	29
281	17	27	4
282	6	12	39
283	16	27	4
284	11	21	22
285	30	7	16
286	28	26	0
287	25	17	33
288	38	32	22
289	36	33	19
290	26	24	34
291	36	30	15
292	30	18	8
293	3	1	9
294	34	0	14
295	2	28	7
296	6	25	15
297	18	31	21
298	11	18	30
299	15	0	5
300	38	30	18
301	7	4	0
302	39	26	34
303	34	40	17
304	39	33	28
305	30	37	21
306	14	36	33
307	24	19	2
308	22	3	28
309	26	1	31
310	25	5	29
311	38	20	21
312	18	38	6
313	11	6	1
314	8	37	20
315	37	2	35
316	16	2	9
317	24	36	9
318	2	23	25
319	8	17	5
320	26	19	21
321	15	2	24
322	24	14	28
323	6	40	35
324	33	12	0
325	6	36	37
326	28	36	3
327	14	28	18
328	35	4	39
329	36	3	38
330	3	19	23
331	27	0	36
332	17	16	11
333	24	12	25
334	31	8	18
335	33	16	34
336	25	10	8
337	4	40	35
338	32	10	16
339	39	16	25
340	37	32	19
341	10	16	14
342	11	3	40
343	2	14	26
344	38	15	27
345	13	40	38
346	4	22	18
347	24	26	36
348	37	19	14
349	9	21	14
350	5	32	6
351	2	33	25
352	14	35	6
353	15	0	17
354	1	4	31
355	32	10	33
356	13	3	1
357	19	34	1
358	31	32	30
359	20	3	38
360	5	28	22
361	10	7	37
362	22	5	27
363	36	0	5
364	8	21	22
365	20	5	12
366	26	22	12
367	38	29	6
368	4	16	19
369	4	18	20
370	15	27	37
371	23	12	17
372	15	27	9
373	14	2	32
374	9	33	26
375	21	38	29
376	12	30	37
377	13	21	31
378	12	36	30
379	37	28	29
380	37	14	25
381	10	25	30
382	27	33	18
383	32	25	29
384	7	26	35
385	39	23	3
386	21	27	6
387	17	1	38
388	35	36	16
389	35	16	23
390	15	23	24
391	21	34	17
392	1	19	0
393	6	9	28
394	8	15	22
395	39	2	6
396	3	35	27
397	26	25	13
398	20	29	10
399	21	0	23
400	38	39	20
401	11	23	30
402	40	6	36
403	0	9	35
404	37	25	6
405	19	35	13
406	11	32	12
407	22	23	26
408	25	15	31
409	29	35	34
410	12	13	8
411	17	14	40
412	28	0	17
413	11	40	30
414	29	30	34
415	23	24	20
416	28	20	14
417	35	24	17
418	31	7	15
419	19	0	9
420	9	21	6
421	28	40	7
422	7	33	18
423	4	24	16
424	40	21	32
425	11	23	29
426	4	3	19
427	35	7	18
428	23	35	25
429	0	30	2
430	2	37	15
431	37	32	9
432	31	17	33
433	36	21	34
434	22	33	14
435	25	17	7
436	15	12	18
437	39	28	32
438	29	40	32
439	9	32	35
440	0	8	36
441	19	8	3
442	25	11	2
443	15	40	17
444	2	18	14
445	38	10	3
446	38	31	4
447	18	7	17
448	19	37	14
449	21	2	37
450	35	25	26
451	20	38	11
452	15	36	37
453	24	11	35
454	18	13	32
455	19	28	14
456	13	39	3
457	8	35	9
458	16	9	25
459	33	29	35
460	40	14	33
461	9	34	7
462	9	22	4
463	9	34	15
464	26	20	37
465	31	2	15
466	26	6	16
467	32	22	30
468	24	38	12
469	39	36	24
470	4	31	27
471	10	39	34
472	3	32	4
473	39	0	4
474	21	22	3
475	31	19	9
476	2	0	4
477	16	35	17
478	17	19	12
479	30	31	17
480	22	25	7
481	30	36	39
482	14	13	40
483	18	15	8
484	12	15	8
485	15	36	4
486	37	8	10
487	20	27	28
488	16	36	17
489	23	6	15
490	33	12	11
491	39	34	5
492	26	3	27
493	18	34	24
494	8	1	40
495	38	18	27
496	8	13	28
497	35	22	14
498	21	34	38
499	32	8	11
500	38	31	26
501	12	5	31
502	36	8	39
503	34	15	21
504	34	4	9
505	19	17	9
506	4	24	38
507	3	11	23
508	32	23	3
509	3	30	19
510	8	39	18
511	10	11	7
512	13	1	29
513	23	37	34
514	37	33	31
515	9	17	16
516	28	6	0
517	39	17	28
518	22	0	8
519	30	40	11
520	30	22	15
521	36	5	4
522	25	11	19
523	22	26	12
524	19	32	27
525	37	15	16
526	40	4	31
527	11	6	27
528	21	36	15
529	29	26	12
530	5	9	18
531	37	34	7
532	0	1	12
533	35	17	8
534	18	31	33
535	28	6	4
536	25	29	20
537	25	33	39
538	30	21	3
539	19	23	37
540	0	15	20
541	22	37	33
542	12	0	19
543	0	28	9
544	19	3	31
545	11	33	36
546	10	18	27
547	16	22	8
548	14	4	19
549	38	15	8
550	1	34	36
551	1	11	22
552	20	23	25
553	19	29	27
554	29	31	30
555	20	25	4
556	14	38	1
557	40	33	1
558	32	25	39
559	8	18	28
560	8	36	19
561	10	9	27
562	30	29	23
563	16	6	31
564	15	37	38
565	7	2	21
566	37	35	5
567	39	19	30
568	2	40	33
569	17	3	11
570	16	31	30
571	23	33	14
572	32	3	5
573	39	2	5
574	28	2	33
575	0	18	39
576	29	32	26
577	0	37	14
578	2	10	14
579	0	35	23
580	14	23	11
581	27	8	16
582	11	2	12
583	4	31	29
584	24	20	27
585	4	31	13
586	13	26	1
587	27	21	25
588	26	27	30
589	3	20	26
590	23	2	5
591	35	26	3
592	25	10	1
593	9	39	20
594	11	40	27
595	40	20	5
596	10	38	13
597	1	38	14
598	7	35	11
599	5	29	23
600	0	12	29
601	19	27	36
602	21	25	31
603	39	24	35
604	24	9	6
605	38	36	35
606	28	26	27
607	14	36	28
608	34	35	32
609	34	19	4
610	9	8	22
611	11	33	10
612	9	30	39
613	31	21	27
614	16	13	25
615	22	9	8
616	11	25	26
617	7	2	9
618	39	4	14
619	11	1	16
620	22	9	19
621	3	29	35
622	17	19	38
623	36	32	9
624	12	7	19
625	10	2	40
626	7	34	20
627	2	22	8
628	37	26	5
629	9	29	13
630	38	15	25
631	1	25	31
632	32	23	13
633	29	39	16
634	15	7	22
635	12	22	2
636	23	4	1
637	8	28	18
638	5	0	26
639	21	3	24
640	25	32	27
641	19	28	18
642	9	32	30
643	12	2	25
644	18	0	20
645	3	7	2
646	4	19	35
647	2	0	25
648	2	0	20
649	25	17	34
650	3	2	34
651	27	3	10
652	40	35	11
653	37	17	35
654	2	3	0
655	23	24	15
656	36	28	27
657	34	0	5
658	35	1	22
659	25	13	35
660	16	14	13
661	20	38	12
662	8	1	11
663	17	37	14
664	15	9	13
665	21	6	16
666	36	6	13
667	12	17	18
668	4	39	5
669	33	8	10
670	24	21	34
671	26	21	11
672	3	38	20
673	36	40	25
674	22	3	24
675	15	37	30
676	16	2	29
677	33	38	28
678	22	6	23
679	19	12	7
680	12	34	26
681	17	19	29
682	22	10	12
683	21	34	30
684	40	30	10
685	36	22	40
686	39	38	36
687	9	3	28
688	22	12	11
689	28	19	10
690	20	6	27
691	3	10	20
692	9	39	37
693	29	26	3
694	29	19	13
695	11	35	12
696	38	24	12
697	9	1	18
698	26	30	24
699	40	19	31
700	3	25	8
701	27	14	12
702	20	29	9
703	6	37	39
704	8	2	39
705	8	32	28
706	11	37	14
707	33	13	35
708	32	37	0
709	1	31	18
710	18	9	35
711	22	30	33
712	16	37	5
713	21	16	3
714	21	22	4
715	14	1	19
716	16	25	29
717	35	34	19
718	9	14	16
719	15	27	8
720	24	2	20
721	31	7	23
722	21	28	40
723	1	10	35
724	2	37	5
725	26	25	13
726	17	0	36
727	6	37	26
728	24	32	19
729	7	22	32
730	2	40	11
731	22	39	7
732	10	23	4
733	35	10	6
734	5	2	12
735	34	2	13
736	40	32	14
737	13	37	14
738	16	1	5
739	17	33	6
740	6	26	22
741	14	23	27
742	11	36	1
743	27	20	3
744	35	19	1
745	3	26	21
746	32	30	0
747	19	35	4
748	12	30	1
749	9	19	37
750	19	29	21
751	23	38	4
752	30	10	25
753	36	8	26
754	6	4	2
755	19	21	18
756	15	4	14
757	6	3	30
758	9	34	21
759	2	1	40
760	11	14	17
761	21	6	26
762	18	37	13
763	9	36	26
764	4	14	22
765	5	30	14
766	39	4	40
767	25	28	39
768	38	23	37
769	7	40	34
770	10	19	37
771	5	18	39
772	24	19	30
773	33	29	26
774	11	19	34
775	29	22	21
776	24	39	15
777	2	8	36
778	4	25	1
779	38	15	23
780	14	40	8
781	19	13	29
782	17	5	12
783	38	30	0
784	20	28	39
785	19	35	40
786	22	26	9
787	13	30	14
788	11	20	8
789	15	25	30
790	6	9	17
791	2	30	8
792	30	37	25
793	31	14	18
794	34	35	5
795	26	0	31
796	10	18	39
797	5	36	39
798	27	16	33
799	17	21	15
800	35	21	34
801	24	20	2
802	37	36	28
803	36	5	3
804	2	20	18
805	18	38	35
806	38	4	12
807	3	29	23
808	27	35	28
809	4	19	24
810	8	22	28
811	34	18	24
812	6	1	12
813	28	24	13
814	26	12	17
815	39	28	2
816	31	40	15
817	20	13	17
818	15	19	9
819	23	26	30
820	23	21	2
821	1	38	32
822	25	36	21
823	36	29	30
824	19	36	38
825	21	19	35
826	32	37	18
827	37	28	27
828	13	17	7
829	4	3	23
830	2	16	5
831	31	39	40
832	30	29	22
833	32	6	29
834	12	36	0
835	39	21	38
836	6	38	34
837	4	35	2
838	33	27	24
839	33	11	22
840	11	20	0
841	7	23	38
842	0	4	29
843	26	22	30
844	33	27	9
845	30	7	37
846	28	11	8
847	9	24	28
848	39	31	36
849	1	32	26
850	1	17	33
851	32	10	23
852	14	2	6
853	19	31	27
854	36	40	21
855	12	17	13
856	13	10	1
857	35	9	20
858	8	22	21
859	21	14	39
860	30	9	8
861	6	27	21
862	26	11	22
863	21	30	22
864	12	8	16
865	18	32	25
866	33	9	23
867	1	0	27
868	39	29	20
869	14	1	12
870	38	30	3
871	10	3	9
872	8	26	35
873	2	35	32
874	38	33	14
875	34	19	37
876	26	21	5
877	15	14	22
878	37	14	1
879	12	23	37
880	11	25	5
881	11	25	9
882	18	32	17
883	39	33	17
884	38	10	2
885	32	6	33
886	7	24	6
887	11	4	13
888	0	24	10
889	19	33	34
890	29	19	7
891	22	37	20
892	29	18	27
893	36	15	1
894	39	0	11
895	16	34	8
896	19	32	1
897	23	25	12
898	32	17	29
899	26	38	37
900	38	23	4
901	25	26	23
902	6	2	40
903	31	38	36
904	40	16	13
905	30	19	3
906	1	9	28
907	21	14	6
908	31	13	14
909	8	39	1
910	23	15	5
911	39	13	1
912	4	3	33
913	7	19	4
914	7	11	10
915	7	1	15
916	21	6	40
917	5	12	23
918	28	8	31
919	26	10	24
920	23	27	33
921	26	39	30
922	14	28	26
923	16	18	2
924	23	36	37
925	18	29	14
926	22	7	14
927	16	7	14
928	3	15	19
929	4	30	7
930	14	11	13
931	9	7	38
932	16	38	40
933	4	5	13
934	11	2	33
935	37	24	12
936	26	17	1
937	8	4	20
938	35	14	2
939	14	25	34
940	34	7	1
941	26	35	12
942	20	32	33
943	17	15	23
944	37	33	17
945	28	18	17
946	24	37	1
947	36	16	10
948	16	31	17
949	17	4	24
950	10	27	38
951	36	10	17
952	8	25	23
953	21	29	27
954	24	9	21
955	34	4	37
956	11	29	0
957	25	28	21
958	20	40	34
959	2	20	1
960	40	26	39
961	25	40	2
962	7	11	40
963	15	8	4
964	29	39	37
965	18	21	19
966	16	34	11
967	18	22	19
968	33	31	10
969	19	17	6
970	0	21	33
971	30	40	35
972	24	2	25
973	31	5	16
974	0	4	19
975	9	39	38
976	21	14	29
977	35	17	14
978	15	1	34
979	31	2	13
980	34	32	18
981	4	1	18
982	8	24	5
983	28	19	35
984	36	5	35
985	40	17	1
986	16	18	0
987	31	14	27
988	15	9	26
989	35	10	16
990	33	7	25
991	35	10	37
992	25	34	31
993	24	19	27
994	14	32	24
995	17	20	9
996	2	5	22
997	24	9	32
998	39	19	23
999	28	29	38
1000	16	33	28
1001	40	10	4
1002	27	12	35
1003	18	0	23
1004	17	23	9
1005	24	3	26
1006	30	15	11
1007	3	18	14
1008	0	10	12
1009	34	26	36
1010	40	15	37
1011	33	38	22
1012	13	14	40
1013	16	6	14
1014	15	36	10
1015	30	15	9
1016	31	18	8
1017	22	24	34
1018	20	28	39
1019	18	25	34
1020	6	35	22
1021	27	33	21
1022	6	28	33
1023	39	23	16
1024	2	25	7
1025	31	35	6
1026	28	12	34
1027	38	39	35
1028	18	6	26
1029	27	22	1
1030	31	8	16
1031	29	5	1
1032	23	25	30
1033	24	26	30
1034	26	31	2
1035	25	37	32
1036	19	5	30
1037	4	24	7
1038	12	8	13
1039	6	35	11
1040	9	18	17
1041	26	36	28
1042	35	27	40
1043	27	28	21
1044	22	35	11
1045	17	36	4
1046	7	25	12
1047	25	17	29
1048	22	29	2
1049	13	31	15
1050	12	16	20
1051	13	9	27
1052	38	40	0
1053	29	27	1
1054	18	6	15
1055	39	36	21
1056	18	29	1
1057	38	12	9
1058	24	40	0
1059	34	2	37
1060	10	6	12
1061	39	11	10
1062	7	28	12
1063	25	24	13
1064	4	40	26
1065	20	39	34
1066	40	24	19
1067	8	10	28
1068	30	37	38
1069	10	34	27
1070	33	34	38
1071	14	32	20
1072	33	29	22
1073	3	9	10
1074	13	35	39
1075	38	8	15
1076	25	21	34
1077	1	10	30
1078	5	23	28
1079	1	18	22
1080	32	2	38
1081	3	0	8
1082	25	6	7
1083	15	32	33
1084	26	11	9
1085	7	4	37
1086	22	28	27
1087	37	6	12
1088	8	28	20
1089	23	34	8
1090	39	10	4
1091	28	10	39
1092	1	0	37
1093	31	29	8
1094	12	26	16
1095	20	35	37
1096	35	2	39
1097	17	30	24
1098	11	34	31
1099	17	33	37
1100	21	28	3
1101	20	28	12
1102	2	26	23
1103	8	28	4
1104	2	14	31
1105	23	20	21
1106	29	12	19
1107	39	31	19
1108	14	1	33
1109	28	21	10
1110	5	34	7
1111	19	15	33
1112	36	22	8
1113	25	20	24
1114	38	10	2
1115	25	21	16
1116	24	31	25
1117	7	27	35
1118	33	19	27
1119	17	8	19
1120	20	32	25
1121	19	33	0
1122	29	16	28
1123	19	25	7
1124	18	8	28
1125	21	22	24
1126	20	22	8
1127	11	32	7
1128	9	16	32
1129	2	4	18
1130	18	10	28
1131	8	37	17
1132	23	5	3
1133	40	30	2
1134	34	13	7
1135	34	3	14
1136	30	26	16
1137	12	34	26
1138	8	33	20
1139	31	36	23
1140	18	14	1
1141	19	12	2
1142	35	20	25
1143	39	33	36
1144	12	29	30
1145	39	35	6
1146	13	15	36
1147	3	12	4
1148	7	36	18
1149	16	37	4
1150	32	12	8
1151	36	22	19
1152	10	36	27
1153	15	11	3
1154	23	32	26
1155	17	16	29
1156	7	26	14
1157	38	33	40
1158	38	1	37
1159	30	26	32
1160	7	6	38
1161	22	38	2
1162	25	36	26
1163	34	10	20
1164	22	26	10
1165	32	19	0
1166	22	35	36
1167	36	15	29
1168	30	6	18
1169	37	36	12
1170	28	31	21
1171	18	10	32
1172	25	33	36
1173	12	26	30
1174	21	16	26
1175	14	15	5
1176	2	40	13
1177	9	7	27
1178	31	1	4
1179	20	39	14
1180	36	16	17
1181	36	31	22
1182	4	2	38
1183	31	16	37
1184	0	36	14
1185	8	14	22
1186	38	9	15
1187	24	27	4
1188	14	16	25
1189	37	5	16
1190	39	26	33
1191	34	26	37
1192	38	40	25
1193	35	24	19
1194	5	3	37
1195	7	34	38
1196	4	5	24
1197	39	23	13
1198	26	40	5
1199	12	39	14
1200	8	40	37
1201	15	18	21
1202	25	3	23
1203	40	21	36
1204	5	38	34
1205	5	22	37
1206	37	10	27
1207	20	31	19
1208	12	40	14
1209	31	2	13
1210	33	7	28
1211	4	24	8
1212	1	0	12
1213	28	11	8
1214	32	5	36
1215	16	14	0
1216	15	1	33
1217	10	18	17
1218	31	21	40
1219	34	0	18
1220	21	32	3
1221	38	31	29
1222	22	18	29
1223	8	17	16
1224	29	36	22
1225	22	26	9
1226	17	40	37
1227	18	16	30
1228	30	10	37
1229	18	38	35
1230	14	33	34
1231	28	29	36
1232	31	37	30
1233	18	7	28
1234	1	27	10
1235	9	6	21
1236	40	18	34
1237	7	0	38
1238	35	2	29
1239	23	35	9
1240	36	20	18
1241	31	32	19
1242	10	39	7
1243	20	36	4
1244	18	30	21
1245	30	0	8
1246	7	38	4
1247	34	3	39
1248	32	34	21
1249	0	8	24
1250	20	40	4
1251	27	15	22
1252	23	24	2
1253	6	29	33
1254	35	15	11
1255	39	12	0
1256	19	30	14
1257	30	18	28
1258	24	18	6
1259	3	7	10
1260	33	30	26
1261	14	23	10
1262	11	15	32
1263	30	36	31
1264	28	15	34
1265	33	7	37
1266	0	36	10
1267	18	39	38
1268	24	34	35
1269	28	0	26
1270	5	23	4
1271	34	13	33
1272	18	14	10
1273	13	31	29
1274	15	13	2
1275	31	0	7
1276	14	26	10
1277	13	28	11
1278	16	6	1
1279	35	25	15
1280	0	40	21
1281	25	22	21
1282	15	40	9
1283	22	18	1
1284	39	9	4
1285	12	39	7
1286	28	12	39
1287	19	37	32
1288	15	19	5
1289	5	31	18
1290	21	32	0
1291	3	6	18
1292	12	14	40
1293	26	29	31
1294	18	36	20
1295	38	1	37
1296	16	9	20
1297	36	22	21
1298	15	1	31
1299	6	36	30
1300	11	29	23
1301	0	10	17
1302	25	28	9
1303	18	33	10
1304	28	36	39
1305	13	21	20
1306	30	16	36
1307	7	3	36
1308	7	38	20
1309	33	3	28
1310	10	27	25
1311	7	22	11
1312	5	36	20
1313	29	35	16
1314	13	37	39
1315	2	21	33
1316	27	33	18
1317	34	22	20
1318	36	28	22
1319	28	27	14
1320	3	16	18
1321	0	32	1
1322	30	40	35
1323	16	30	19
1324	33	23	31
1325	3	1	11
1326	21	40	24
1327	17	40	13
1328	16	30	0
1329	23	17	16
1330	4	31	10
1331	20	32	40
1332	12	25	1
1333	9	19	21
1334	26	32	37
1335	7	24	28
1336	25	2	20
1337	28	16	21
1338	21	30	28
1339	37	35	6
1340	36	37	26
1341	3	16	9
1342	40	34	25
1343	28	8	21
1344	37	40	13
1345	33	34	6
1346	33	10	26
1347	24	28	13
1348	32	7	39
1349	13	12	40
1350	29	9	13
1351	4	8	29
1352	17	38	0
1353	21	36	38
1354	38	36	25
1355	26	36	27
1356	14	32	19
1357	21	37	35
1358	30	7	28
1359	36	2	35
1360	10	2	38
1361	23	35	3
1362	35	15	5
1363	17	26	19
1364	33	22	38
1365	9	12	32
1366	31	40	15
1367	33	40	10
1368	13	37	19
1369	6	26	9
1370	1	30	21
1371	28	0	29
1372	17	12	35
1373	31	1	25
1374	27	16	5
1375	26	14	33
1376	15	0	31
1377	3	23	10
1378	35	8	3
1379	35	22	33
1380	34	28	40
1381	22	1	38
1382	20	15	7
1383	36	15	31
1384	11	17	25
1385	26	17	30
1386	19	31	32
1387	28	29	33
1388	34	32	18
1389	8	15	38
1390	2	19	34
1391	27	38	39
1392	23	7	18
1393	30	15	13
1394	12	30	28
1395	0	33	20
1396	0	22	26
1397	34	8	1
1398	26	27	24
1399	26	7	39
1400	19	36	1
1401	24	10	4
1402	32	9	15
1403	25	38	11
1404	4	10	23
1405	18	2	33
1406	18	25	14
1407	25	3	20
1408	19	24	25
1409	7	30	12
1410	30	38	15
1411	32	30	4
1412	37	11	5
1413	39	10	14
1414	16	14	6
1415	6	36	22
1416	23	13	2
1417	34	35	33
1418	10	25	37
1419	3	23	20
1420	0	21	17
1421	19	28	12
1422	38	16	32
1423	26	5	9
1424	0	7	39
1425	20	32	2
1426	24	5	18
1427	14	35	27
1428	38	33	7
1429	12	39	33
1430	10	29	8
1431	32	11	18
1432	40	12	0
1433	28	38	13
1434	39	15	32
1435	36	11	14
1436	21	19	4
1437	21	36	34
1438	17	11	9
1439	38	24	35
1440	5	20	36
1441	22	7	27
1442	19	11	18
1443	24	21	2
1444	19	15	1
1445	7	18	28
1446	29	28	38
1447	20	35	29
1448	27	33	10
1449	6	16	8
1450	5	25	36
1451	6	28	0
1452	37	15	17
1453	36	39	13
1454	9	26	12
1455	26	9	25
1456	18	8	34
1457	12	8	7
1458	24	40	12
1459	19	22	26
1460	23	11	19
1461	13	6	11
1462	9	36	5
1463	35	21	38
1464	37	0	12
1465	13	16	32
1466	37	31	26
1467	8	18	17
1468	10	21	6
1469	28	21	37
1470	19	5	21
1471	27	13	37
1472	15	31	8
1473	38	26	27
1474	2	18	19
1475	21	23	28
1476	33	16	5
1477	2	34	35
1478	11	27	10
1479	9	3	6
1480	35	16	37
1481	26	35	37
1482	31	27	10
1483	34	18	0
1484	16	6	4
1485	4	40	27
1486	15	24	6
1487	28	21	15
1488	32	20	0
1489	8	26	36
1490	3	18	1
1491	1	24	15
1492	18	7	24
1493	36	35	39
1494	5	39	27
1495	18	12	23
1496	1	16	22
1497	25	29	32
1498	10	16	17
1499	35	7	33
1500	0	16	28
1501	30	39	33
1502	8	2	33
1503	0	17	31
1504	7	22	18
1505	2	3	12
1506	0	20	34
1507	4	35	29
1508	0	34	11
1509	19	38	9
1510	14	27	6
1511	33	36	5
1512	33	14	11
1513	10	33	27
1514	3	18	30
1515	21	23	0
1516	26	17	7
1517	31	25	29
1518	0	38	32
1519	35	8	38
1520	7	35	6
1521	7	10	3
1522	31	11	25
1523	1	16	20
1524	35	28	4
1525	13	21	10
1526	29	0	39
1527	37	33	10
1528	31	8	39
1529	33	25	15
1530	36	39	17
1531	0	17	33
1532	11	6	31
1533	20	14	3
1534	15	21	29
1535	10	3	25
1536	5	34	27
1537	6	30	38
1538	40	10	34
1539	35	40	9
1540	11	4	9
1541	14	4	8
1542	26	8	39
1543	37	21	3
1544	10	26	9
1545	12	11	16
1546	33	21	35
1547	9	16	2
1548	34	20	28
1549	21	32	36
1550	20	15	22
1551	32	12	28
1552	24	12	8
1553	8	15	36
1554	22	5	10
1555	3	29	26
1556	24	6	30
1557	3	1	24
1558	38	27	7
1559	23	14	6
1560	6	33	19
1561	4	0	40
1562	32	38	33
1563	0	22	24
1564	26	28	17
1565	20	16	35
1566	5	23	15
1567	20	17	39
1568	32	6	25
1569	22	33	25
1570	20	24	36
1571	9	15	23
1572	33	22	4
1573	21	22	16
1574	21	30	1
1575	14	38	2
1576	31	39	26
1577	39	6	3
1578	22	17	30
1579	18	16	11
1580	32	25	17
1581	36	13	27
1582	8	26	5
1583	2	27	21
1584	30	2	14
1585	10	38	21
1586	40	10	35
1587	5	24	7
1588	8	22	18
1589	12	15	6
1590	3	31	32
1591	16	39	15
1592	37	20	10
1593	8	5	25
1594	22	6	12
1595	3	33	26
1596	22	39	12
1597	40	3	13
1598	0	33	31
1599	10	33	32
1600	7	30	36
1601	10	7	33
1602	3	13	2
1603	12	3	36
1604	28	17	38
1605	11	13	17
1606	2	26	15
1607	11	24	40
1608	11	15	6
1609	8	24	5
1610	38	40	3
1611	34	11	0
1612	4	39	29
1613	17	0	15
1614	20	36	17
1615	18	2	20
1616	26	9	15
1617	29	5	0
1618	28	14	15
1619	20	14	22
1620	21	12	24
1621	16	29	8
1622	24	36	9
1623	38	29	34
1624	27	36	9
1625	31	16	25
1626	8	35	37
1627	32	22	24
1628	1	15	33
1629	3	4	23
1630	39	17	21
1631	30	4	27
1632	39	0	24
1633	7	16	5
1634	3	10	7
1635	12	38	16
1636	6	35	40
1637	6	35	19
1638	28	15	9
1639	17	9	7
1640	11	16	21
1641	9	34	18
1642	37	32	18
1643	40	27	17
1644	14	9	33
1645	4	30	9
1646	39	27	31
1647	17	4	15
1648	25	39	8
1649	1	28	27
1650	28	30	4
1651	22	18	3
1652	25	29	27
1653	30	19	3
1654	28	6	26
1655	8	6	18
1656	39	13	7
1657	10	26	12
1658	37	15	11
1659	19	25	28
1660	37	10	27
1661	28	17	33
1662	16	9	34
1663	31	7	24
1664	29	23	10
1665	8	32	37
